repeat,shot,classifier,feature_set,training,accuracy,macro_f1,selected_parameters
12,3,svm,raw_pca17,nested_tuned,0.33043478260869563,0.3060978835978836,"{""model__C"": 0.1, ""model__gamma"": 0.1}"
12,3,knn,raw_pca17,fixed,0.4608695652173913,0.46773102965053437,
12,3,knn,raw_pca17,nested_tuned,0.5043478260869565,0.505974492564106,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
12,3,mlp,raw_pca17,fixed,0.4956521739130435,0.4844003668576051,
12,3,mlp,raw_pca17,nested_tuned,0.4956521739130435,0.469657434487943,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
12,3,svm,joint_angle,fixed,0.5826086956521739,0.5864723804239933,
12,3,svm,joint_angle,nested_tuned,0.5826086956521739,0.5864723804239933,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
12,3,knn,joint_angle,fixed,0.6347826086956522,0.6439215222137071,
12,3,knn,joint_angle,nested_tuned,0.6086956521739131,0.6073737925969608,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
12,3,mlp,joint_angle,fixed,0.6,0.5913934981639408,
12,3,mlp,joint_angle,nested_tuned,0.6,0.5913934981639408,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
12,3,svm,corrected,fixed,0.6608695652173913,0.663256156027841,
12,3,svm,corrected,nested_tuned,0.5652173913043478,0.5552257266542981,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
12,3,knn,corrected,fixed,0.591304347826087,0.5694215378007956,
12,3,knn,corrected,nested_tuned,0.6086956521739131,0.5856994974692082,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
12,3,mlp,corrected,fixed,0.591304347826087,0.5840270484044553,
12,3,mlp,corrected,nested_tuned,0.591304347826087,0.5791791791791793,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
12,3,svm,optimized_action,fixed,0.6173913043478261,0.5961129397393838,
12,3,svm,optimized_action,nested_tuned,0.6347826086956522,0.6196675659410689,"{""model__C"": 5.0, ""model__gamma"": 0.01}"
12,3,knn,optimized_action,fixed,0.6,0.5698638059736458,
12,3,knn,optimized_action,nested_tuned,0.6347826086956522,0.5959430432644611,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
12,3,mlp,optimized_action,fixed,0.5826086956521739,0.554857202418178,
12,3,mlp,optimized_action,nested_tuned,0.6,0.5830486317796465,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
12,3,svm,optimized_full,fixed,0.46956521739130436,0.47016326073894216,
12,3,svm,optimized_full,nested_tuned,0.46956521739130436,0.47016326073894216,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
12,3,knn,optimized_full,fixed,0.43478260869565216,0.4201941629339838,
12,3,knn,optimized_full,nested_tuned,0.391304347826087,0.3703558460421206,"{""model__n_neighbors"": 3, ""model__weights"": ""uniform""}"
12,3,mlp,optimized_full,fixed,0.4260869565217391,0.39299017997607183,
12,3,mlp,optimized_full,nested_tuned,0.4434782608695652,0.44142335291008833,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
13,3,svm,raw,fixed,0.3739130434782609,0.3612762706965605,
13,3,svm,raw,nested_tuned,0.33043478260869563,0.313609874316563,"{""model__C"": 5.0, ""model__gamma"": 0.1}"
13,3,knn,raw,fixed,0.3826086956521739,0.37414410208527854,
13,3,knn,raw,nested_tuned,0.3739130434782609,0.36729830055394247,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
13,3,mlp,raw,fixed,0.3739130434782609,0.36435293101959765,
13,3,mlp,raw,nested_tuned,0.34782608695652173,0.32352588782526936,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
13,3,svm,raw_pca11,fixed,0.591304347826087,0.5982595997232513,
13,3,svm,raw_pca11,nested_tuned,0.5478260869565217,0.5585761990732078,"{""model__C"": 0.1, ""model__gamma"": 0.1}"
13,3,knn,raw_pca11,fixed,0.591304347826087,0.5873667699899033,
13,3,knn,raw_pca11,nested_tuned,0.591304347826087,0.5873667699899033,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
13,3,mlp,raw_pca11,fixed,0.6434782608695652,0.6432370189485939,
13,3,mlp,raw_pca11,nested_tuned,0.6434782608695652,0.6432370189485939,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
13,3,svm,raw_pca17,fixed,0.6956521739130435,0.6970764208326786,
13,3,svm,raw_pca17,nested_tuned,0.7043478260869566,0.7047262252468914,"{""model__C"": 5.0, ""model__gamma"": 0.01}"
13,3,knn,raw_pca17,fixed,0.6521739130434783,0.6646065124788528,
13,3,knn,raw_pca17,nested_tuned,0.6521739130434783,0.6646065124788528,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
13,3,mlp,raw_pca17,fixed,0.6608695652173913,0.6527376625077773,
13,3,mlp,raw_pca17,nested_tuned,0.6782608695652174,0.6772643837369396,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
13,3,svm,joint_angle,fixed,0.7913043478260869,0.790931306899543,
13,3,svm,joint_angle,nested_tuned,0.7913043478260869,0.790931306899543,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
13,3,knn,joint_angle,fixed,0.7391304347826086,0.7396594805263536,
13,3,knn,joint_angle,nested_tuned,0.6521739130434783,0.6300605617741168,"{""model__n_neighbors"": 9, ""model__weights"": ""distance""}"
13,3,mlp,joint_angle,fixed,0.7652173913043478,0.7677387635086111,
13,3,mlp,joint_angle,nested_tuned,0.7304347826086957,0.7184461166661223,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
13,3,svm,corrected,fixed,0.7739130434782608,0.7727167432370181,
13,3,svm,corrected,nested_tuned,0.6521739130434783,0.6446003508895006,"{""model__C"": 1.0, ""model__gamma"": 0.01}"
13,3,knn,corrected,fixed,0.6434782608695652,0.6384408602150539,
13,3,knn,corrected,nested_tuned,0.5391304347826087,0.50843370062437,"{""model__n_neighbors"": 9, ""model__weights"": ""distance""}"
13,3,mlp,corrected,fixed,0.7043478260869566,0.7082209087468555,
13,3,mlp,corrected,nested_tuned,0.7043478260869566,0.7082209087468555,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
13,3,svm,optimized_action,fixed,0.7565217391304347,0.7565225329901826,
13,3,svm,optimized_action,nested_tuned,0.6347826086956522,0.6318431568431568,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
13,3,knn,optimized_action,fixed,0.6695652173913044,0.6573078769702404,
13,3,knn,optimized_action,nested_tuned,0.7217391304347827,0.7143817651626808,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
13,3,mlp,optimized_action,fixed,0.7478260869565218,0.7498200886704004,
13,3,mlp,optimized_action,nested_tuned,0.7478260869565218,0.7498200886704004,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
13,3,svm,optimized_full,fixed,0.4260869565217391,0.41697489390662684,
13,3,svm,optimized_full,nested_tuned,0.4260869565217391,0.41697489390662684,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
13,3,knn,optimized_full,fixed,0.4260869565217391,0.40357569503080337,
13,3,knn,optimized_full,nested_tuned,0.4434782608695652,0.41223300185948736,"{""model__n_neighbors"": 7, ""model__weights"": ""distance""}"
13,3,mlp,optimized_full,fixed,0.4782608695652174,0.4520438072324864,
13,3,mlp,optimized_full,nested_tuned,0.391304347826087,0.38704182527711933,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32]}"
14,3,svm,raw,fixed,0.40869565217391307,0.4083498858890849,
14,3,svm,raw,nested_tuned,0.34782608695652173,0.3278370086880725,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
14,3,knn,raw,fixed,0.40869565217391307,0.39409098802747566,
14,3,knn,raw,nested_tuned,0.4434782608695652,0.4275277045391988,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
14,3,mlp,raw,fixed,0.45217391304347826,0.42134089320247314,
14,3,mlp,raw,nested_tuned,0.391304347826087,0.3636522035409801,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
14,3,svm,raw_pca11,fixed,0.6,0.6054649740141981,
14,3,svm,raw_pca11,nested_tuned,0.4956521739130435,0.48417987004943525,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
14,3,knn,raw_pca11,fixed,0.46956521739130436,0.4515898826243654,
14,3,knn,raw_pca11,nested_tuned,0.4956521739130435,0.48738143176262777,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
14,3,mlp,raw_pca11,fixed,0.5478260869565217,0.5541303098774363,
14,3,mlp,raw_pca11,nested_tuned,0.5478260869565217,0.5541303098774363,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
14,3,svm,raw_pca17,fixed,0.6521739130434783,0.6682187660010239,
14,3,svm,raw_pca17,nested_tuned,0.5478260869565217,0.5441885499622765,"{""model__C"": 0.1, ""model__gamma"": 0.01}"
14,3,knn,raw_pca17,fixed,0.3826086956521739,0.3506224784859661,
14,3,knn,raw_pca17,nested_tuned,0.5217391304347826,0.5032806324110671,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
14,3,mlp,raw_pca17,fixed,0.591304347826087,0.599215078797656,
14,3,mlp,raw_pca17,nested_tuned,0.5391304347826087,0.5484765467180569,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
14,3,svm,joint_angle,fixed,0.7565217391304347,0.7528044419157441,
14,3,svm,joint_angle,nested_tuned,0.7478260869565218,0.7420491799663403,"{""model__C"": 5.0, ""model__gamma"": 0.01}"
14,3,knn,joint_angle,fixed,0.591304347826087,0.5920055054463657,
14,3,knn,joint_angle,nested_tuned,0.591304347826087,0.5920055054463657,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
14,3,mlp,joint_angle,fixed,0.7043478260869566,0.7040902802787352,
14,3,mlp,joint_angle,nested_tuned,0.7130434782608696,0.7119608462617869,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
14,3,svm,corrected,fixed,0.7565217391304347,0.7621279717560784,
14,3,svm,corrected,nested_tuned,0.5826086956521739,0.5385946363345622,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
14,3,knn,corrected,fixed,0.6782608695652174,0.6872978407203427,
14,3,knn,corrected,nested_tuned,0.6695652173913044,0.6813627366443006,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
14,3,mlp,corrected,fixed,0.6869565217391305,0.6909740681670505,
14,3,mlp,corrected,nested_tuned,0.6260869565217392,0.6293467272429405,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
14,3,svm,optimized_action,fixed,0.7304347826086957,0.7391469038208168,
14,3,svm,optimized_action,nested_tuned,0.5739130434782609,0.5850808222477227,"{""model__C"": 0.1, ""model__gamma"": 0.1}"
14,3,knn,optimized_action,fixed,0.6869565217391305,0.6814912258877777,
14,3,knn,optimized_action,nested_tuned,0.6956521739130435,0.6918566240214666,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
14,3,mlp,optimized_action,fixed,0.7043478260869566,0.7099472537553032,
14,3,mlp,optimized_action,nested_tuned,0.6347826086956522,0.6274658869395712,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
14,3,svm,optimized_full,fixed,0.4782608695652174,0.44677803677803674,
14,3,svm,optimized_full,nested_tuned,0.3652173913043478,0.3614799151762436,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
14,3,knn,optimized_full,fixed,0.33043478260869563,0.31409342677146274,
14,3,knn,optimized_full,nested_tuned,0.3565217391304348,0.35074759194392047,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
14,3,mlp,optimized_full,fixed,0.5130434782608696,0.5012210968732708,
14,3,mlp,optimized_full,nested_tuned,0.43478260869565216,0.42718253968253966,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
15,3,svm,raw,fixed,0.3739130434782609,0.37776364667257245,
15,3,svm,raw,nested_tuned,0.3739130434782609,0.37776364667257245,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
15,3,knn,raw,fixed,0.3130434782608696,0.2946042400040246,
15,3,knn,raw,nested_tuned,0.33043478260869563,0.29547827903091056,"{""model__n_neighbors"": 7, ""model__weights"": ""distance""}"
15,3,mlp,raw,fixed,0.3565217391304348,0.34889627675530394,
15,3,mlp,raw,nested_tuned,0.3826086956521739,0.3821954724707534,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
15,3,svm,raw_pca11,fixed,0.5217391304347826,0.524953894177477,
15,3,svm,raw_pca11,nested_tuned,0.5130434782608696,0.49469696969696964,"{""model__C"": 0.1, ""model__gamma"": 0.01}"
15,3,knn,raw_pca11,fixed,0.4956521739130435,0.4912027451882524,
15,3,knn,raw_pca11,nested_tuned,0.5043478260869565,0.48670302625464196,"{""model__n_neighbors"": 5, ""model__weights"": ""distance""}"
15,3,mlp,raw_pca11,fixed,0.4782608695652174,0.47371488892139707,
15,3,mlp,raw_pca11,nested_tuned,0.5391304347826087,0.5340427092024073,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
15,3,svm,raw_pca17,fixed,0.6086956521739131,0.6170860891677975,
15,3,svm,raw_pca17,nested_tuned,0.46956521739130436,0.38520394158981114,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
15,3,knn,raw_pca17,fixed,0.6,0.5959558821674139,
15,3,knn,raw_pca17,nested_tuned,0.6347826086956522,0.6261013190550603,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
15,3,mlp,raw_pca17,fixed,0.6347826086956522,0.6357269141846865,
15,3,mlp,raw_pca17,nested_tuned,0.6347826086956522,0.6357269141846865,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
15,3,svm,joint_angle,fixed,0.6782608695652174,0.6839664502164503,
15,3,svm,joint_angle,nested_tuned,0.6782608695652174,0.6813447590972136,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
15,3,knn,joint_angle,fixed,0.7391304347826086,0.7444917440660476,
15,3,knn,joint_angle,nested_tuned,0.6608695652173913,0.6483741141059883,"{""model__n_neighbors"": 9, ""model__weights"": ""distance""}"
15,3,mlp,joint_angle,fixed,0.7478260869565218,0.7456801884046466,
15,3,mlp,joint_angle,nested_tuned,0.7304347826086957,0.7261235270886268,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
15,3,svm,corrected,fixed,0.7217391304347827,0.7236115930881941,
15,3,svm,corrected,nested_tuned,0.7217391304347827,0.7236115930881941,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
15,3,knn,corrected,fixed,0.7217391304347827,0.7341010282186753,
15,3,knn,corrected,nested_tuned,0.7565217391304347,0.7699466111230816,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
15,3,mlp,corrected,fixed,0.7304347826086957,0.7275517967184933,
15,3,mlp,corrected,nested_tuned,0.7304347826086957,0.7268505266592014,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
15,3,svm,optimized_action,fixed,0.7043478260869566,0.7051671418434219,
15,3,svm,optimized_action,nested_tuned,0.41739130434782606,0.35256175842084697,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
15,3,knn,optimized_action,fixed,0.6956521739130435,0.7005216640085061,
15,3,knn,optimized_action,nested_tuned,0.7391304347826086,0.7432755889304238,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
15,3,mlp,optimized_action,fixed,0.6782608695652174,0.6781930426667269,
15,3,mlp,optimized_action,nested_tuned,0.6173913043478261,0.616591813960235,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
15,3,svm,optimized_full,fixed,0.3652173913043478,0.36304137039431156,
15,3,svm,optimized_full,nested_tuned,0.3652173913043478,0.36304137039431156,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
15,3,knn,optimized_full,fixed,0.40869565217391307,0.3879056957724371,
15,3,knn,optimized_full,nested_tuned,0.4260869565217391,0.38630408878169237,"{""model__n_neighbors"": 9, ""model__weights"": ""distance""}"
15,3,mlp,optimized_full,fixed,0.3652173913043478,0.363709071975201,
15,3,mlp,optimized_full,nested_tuned,0.391304347826087,0.38279921193151845,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
16,3,svm,raw,fixed,0.4,0.3896832316187155,
16,3,svm,raw,nested_tuned,0.3391304347826087,0.33449624782848114,"{""model__C"": 5.0, ""model__gamma"": 0.01}"
16,3,knn,raw,fixed,0.3739130434782609,0.35979529713384634,
16,3,knn,raw,nested_tuned,0.391304347826087,0.38259569508728203,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
16,3,mlp,raw,fixed,0.4260869565217391,0.41899739076190845,
16,3,mlp,raw,nested_tuned,0.4,0.4006304492636192,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
16,3,svm,raw_pca11,fixed,0.6608695652173913,0.6640752249575779,
16,3,svm,raw_pca11,nested_tuned,0.4782608695652174,0.47992810291660865,"{""model__C"": 0.1, ""model__gamma"": 0.1}"
16,3,knn,raw_pca11,fixed,0.6,0.5971299249808021,
16,3,knn,raw_pca11,nested_tuned,0.6347826086956522,0.634032971082913,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
16,3,mlp,raw_pca11,fixed,0.6869565217391305,0.6802858812901854,
16,3,mlp,raw_pca11,nested_tuned,0.6869565217391305,0.6802858812901854,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
16,3,svm,raw_pca17,fixed,0.6869565217391305,0.6993315599863079,
16,3,svm,raw_pca17,nested_tuned,0.6782608695652174,0.6904737273158325,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
16,3,knn,raw_pca17,fixed,0.6695652173913044,0.6646532445340787,
16,3,knn,raw_pca17,nested_tuned,0.7304347826086957,0.7274527181019971,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
16,3,mlp,raw_pca17,fixed,0.6782608695652174,0.6703119158830514,
16,3,mlp,raw_pca17,nested_tuned,0.7391304347826086,0.7325715246446953,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
16,3,svm,joint_angle,fixed,0.7391304347826086,0.7369268211659517,
16,3,svm,joint_angle,nested_tuned,0.5391304347826087,0.5233433224294762,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
16,3,knn,joint_angle,fixed,0.7130434782608696,0.7211792005909653,
16,3,knn,joint_angle,nested_tuned,0.8347826086956521,0.8379217273954116,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
16,3,mlp,joint_angle,fixed,0.808695652173913,0.8083893746432446,
16,3,mlp,joint_angle,nested_tuned,0.7652173913043478,0.7664597382407932,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
16,3,svm,corrected,fixed,0.808695652173913,0.8061952137690264,
16,3,svm,corrected,nested_tuned,0.7739130434782608,0.7711694948537055,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
16,3,knn,corrected,fixed,0.7304347826086957,0.7332615973218557,
16,3,knn,corrected,nested_tuned,0.7913043478260869,0.7875864403749869,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
16,3,mlp,corrected,fixed,0.7913043478260869,0.7917718375035449,
16,3,mlp,corrected,nested_tuned,0.7478260869565218,0.7514160501965379,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
16,3,svm,optimized_action,fixed,0.808695652173913,0.8030610155610155,
16,3,svm,optimized_action,nested_tuned,0.782608695652174,0.7799824473199086,"{""model__C"": 1.0, ""model__gamma"": 0.01}"
16,3,knn,optimized_action,fixed,0.7043478260869566,0.707121952834468,
16,3,knn,optimized_action,nested_tuned,0.782608695652174,0.7827860033490389,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
16,3,mlp,optimized_action,fixed,0.7652173913043478,0.7671823790244843,
16,3,mlp,optimized_action,nested_tuned,0.7391304347826086,0.7369057118736194,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
16,3,svm,optimized_full,fixed,0.4956521739130435,0.49672423054214226,
16,3,svm,optimized_full,nested_tuned,0.4956521739130435,0.49672423054214226,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
16,3,knn,optimized_full,fixed,0.43478260869565216,0.4261408942410226,
16,3,knn,optimized_full,nested_tuned,0.48695652173913045,0.4807310956146498,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
16,3,mlp,optimized_full,fixed,0.48695652173913045,0.46223994503380267,
16,3,mlp,optimized_full,nested_tuned,0.5217391304347826,0.504488053985902,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
17,3,svm,raw,fixed,0.34782608695652173,0.3607103354336139,
17,3,svm,raw,nested_tuned,0.3391304347826087,0.3172580143168378,"{""model__C"": 1.0, ""model__gamma"": 1.0}"
17,3,knn,raw,fixed,0.4260869565217391,0.4197479266424144,
17,3,knn,raw,nested_tuned,0.4260869565217391,0.4197479266424144,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
17,3,mlp,raw,fixed,0.40869565217391307,0.3997221266702052,
17,3,mlp,raw,nested_tuned,0.40869565217391307,0.3997221266702052,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
17,3,svm,raw_pca11,fixed,0.6173913043478261,0.6228824481977587,
17,3,svm,raw_pca11,nested_tuned,0.6260869565217392,0.6320445445445445,"{""model__C"": 5.0, ""model__gamma"": 0.01}"
17,3,knn,raw_pca11,fixed,0.6260869565217392,0.6231761195440617,
17,3,knn,raw_pca11,nested_tuned,0.6173913043478261,0.6181199348168495,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
17,3,mlp,raw_pca11,fixed,0.6434782608695652,0.6416813693176677,
17,3,mlp,raw_pca11,nested_tuned,0.6434782608695652,0.6416813693176677,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
17,3,svm,raw_pca17,fixed,0.5478260869565217,0.5660242269437672,
17,3,svm,raw_pca17,nested_tuned,0.6086956521739131,0.6223706250176838,"{""model__C"": 5.0, ""model__gamma"": 0.01}"
17,3,knn,raw_pca17,fixed,0.6347826086956522,0.6298850394760903,
17,3,knn,raw_pca17,nested_tuned,0.6434782608695652,0.6370088575970928,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
17,3,mlp,raw_pca17,fixed,0.6782608695652174,0.675902595158977,
17,3,mlp,raw_pca17,nested_tuned,0.4956521739130435,0.4865910489166303,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
17,3,svm,joint_angle,fixed,0.8,0.8060871502731968,
17,3,svm,joint_angle,nested_tuned,0.8,0.8060871502731968,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
17,3,knn,joint_angle,fixed,0.6869565217391305,0.6704280201796191,
17,3,knn,joint_angle,nested_tuned,0.6869565217391305,0.6704280201796191,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
17,3,mlp,joint_angle,fixed,0.7130434782608696,0.7122639622639623,
17,3,mlp,joint_angle,nested_tuned,0.7739130434782608,0.7738490370069316,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
17,3,svm,corrected,fixed,0.782608695652174,0.7887412329272793,
17,3,svm,corrected,nested_tuned,0.6869565217391305,0.6850189586617595,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
17,3,knn,corrected,fixed,0.7130434782608696,0.6931773999859105,
17,3,knn,corrected,nested_tuned,0.782608695652174,0.7784362703717541,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
17,3,mlp,corrected,fixed,0.7739130434782608,0.774873080136238,
17,3,mlp,corrected,nested_tuned,0.7304347826086957,0.7188783077841587,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [32]}"
17,3,svm,optimized_action,fixed,0.782608695652174,0.7835529799278089,
17,3,svm,optimized_action,nested_tuned,0.6869565217391305,0.6773566837813662,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
17,3,knn,optimized_action,fixed,0.7304347826086957,0.7180392819927702,
17,3,knn,optimized_action,nested_tuned,0.7913043478260869,0.7849443532202153,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
17,3,mlp,optimized_action,fixed,0.7565217391304347,0.756423764511056,
17,3,mlp,optimized_action,nested_tuned,0.7043478260869566,0.7009672006223729,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
17,3,svm,optimized_full,fixed,0.5043478260869565,0.5109621526288193,
17,3,svm,optimized_full,nested_tuned,0.3565217391304348,0.34843833787425105,"{""model__C"": 0.1, ""model__gamma"": 0.1}"
17,3,knn,optimized_full,fixed,0.46956521739130436,0.4601450513326006,
17,3,knn,optimized_full,nested_tuned,0.4782608695652174,0.4705694128031881,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
17,3,mlp,optimized_full,fixed,0.5565217391304348,0.5502229931143413,
17,3,mlp,optimized_full,nested_tuned,0.5217391304347826,0.5117579376858677,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
18,3,svm,raw,fixed,0.3652173913043478,0.34912354803190465,
18,3,svm,raw,nested_tuned,0.34782608695652173,0.3321319589991055,"{""model__C"": 5.0, ""model__gamma"": 1.0}"
18,3,knn,raw,fixed,0.3217391304347826,0.31909011527369224,
18,3,knn,raw,nested_tuned,0.33043478260869563,0.33263223263223257,"{""model__n_neighbors"": 7, ""model__weights"": ""distance""}"
18,3,mlp,raw,fixed,0.3217391304347826,0.31425113952390993,
18,3,mlp,raw,nested_tuned,0.3652173913043478,0.35586221251354916,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
18,3,svm,raw_pca11,fixed,0.5478260869565217,0.5685395689775556,
18,3,svm,raw_pca11,nested_tuned,0.48695652173913045,0.4939431633710811,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
18,3,knn,raw_pca11,fixed,0.5565217391304348,0.5590891853942628,
18,3,knn,raw_pca11,nested_tuned,0.4956521739130435,0.5071013390341121,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
18,3,mlp,raw_pca11,fixed,0.591304347826087,0.5914053426248548,
18,3,mlp,raw_pca11,nested_tuned,0.591304347826087,0.5914053426248548,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
18,3,svm,raw_pca17,fixed,0.5826086956521739,0.5983014637074704,
18,3,svm,raw_pca17,nested_tuned,0.5304347826086957,0.5098626298901697,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
18,3,knn,raw_pca17,fixed,0.591304347826087,0.5923054763345145,
18,3,knn,raw_pca17,nested_tuned,0.5739130434782609,0.5793603643349138,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
18,3,mlp,raw_pca17,fixed,0.5826086956521739,0.5789666949599174,
18,3,mlp,raw_pca17,nested_tuned,0.5826086956521739,0.5789666949599174,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
18,3,svm,joint_angle,fixed,0.7043478260869566,0.7175553173776895,
18,3,svm,joint_angle,nested_tuned,0.7130434782608696,0.721490406273015,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
18,3,knn,joint_angle,fixed,0.6869565217391305,0.6664307786046917,
18,3,knn,joint_angle,nested_tuned,0.6869565217391305,0.6664307786046917,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
