shot,classifier,feature_set,true_label,predicted_label,count
1,rf,optimized_full,prayer_beads,orchid_palm,49
1,rf,optimized_full,prayer_beads,prayer_beads,175
1,rf,optimized_full,prayer_beads,three_finger_bent,34
1,rf,optimized_full,three_finger_bent,deer_horn,45
1,rf,optimized_full,three_finger_bent,flower_pinch,58
1,rf,optimized_full,three_finger_bent,orchid_finger,65
1,rf,optimized_full,three_finger_bent,orchid_palm,50
1,rf,optimized_full,three_finger_bent,prayer_beads,35
1,rf,optimized_full,three_finger_bent,three_finger_bent,107
1,rf,raw,deer_horn,deer_horn,144
1,rf,raw,deer_horn,flower_pinch,38
1,rf,raw,deer_horn,orchid_finger,40
1,rf,raw,deer_horn,orchid_palm,87
1,rf,raw,deer_horn,prayer_beads,23
1,rf,raw,deer_horn,three_finger_bent,48
1,rf,raw,flower_pinch,deer_horn,52
1,rf,raw,flower_pinch,flower_pinch,95
1,rf,raw,flower_pinch,orchid_finger,33
1,rf,raw,flower_pinch,orchid_palm,86
1,rf,raw,flower_pinch,prayer_beads,49
1,rf,raw,flower_pinch,three_finger_bent,65
1,rf,raw,orchid_finger,deer_horn,78
1,rf,raw,orchid_finger,flower_pinch,31
1,rf,raw,orchid_finger,orchid_finger,95
1,rf,raw,orchid_finger,orchid_palm,68
1,rf,raw,orchid_finger,prayer_beads,52
1,rf,raw,orchid_finger,three_finger_bent,43
1,rf,raw,orchid_palm,deer_horn,67
1,rf,raw,orchid_palm,flower_pinch,71
1,rf,raw,orchid_palm,orchid_finger,48
1,rf,raw,orchid_palm,orchid_palm,130
1,rf,raw,orchid_palm,prayer_beads,56
1,rf,raw,orchid_palm,three_finger_bent,68
1,rf,raw,prayer_beads,deer_horn,46
1,rf,raw,prayer_beads,flower_pinch,50
1,rf,raw,prayer_beads,orchid_finger,52
1,rf,raw,prayer_beads,orchid_palm,68
1,rf,raw,prayer_beads,prayer_beads,100
1,rf,raw,prayer_beads,three_finger_bent,57
1,rf,raw,three_finger_bent,deer_horn,55
1,rf,raw,three_finger_bent,flower_pinch,57
1,rf,raw,three_finger_bent,orchid_finger,35
1,rf,raw,three_finger_bent,orchid_palm,56
1,rf,raw,three_finger_bent,prayer_beads,59
1,rf,raw,three_finger_bent,three_finger_bent,98
1,rf,raw_pca17,deer_horn,deer_horn,202
1,rf,raw_pca17,deer_horn,flower_pinch,58
1,rf,raw_pca17,deer_horn,orchid_finger,36
1,rf,raw_pca17,deer_horn,orchid_palm,34
1,rf,raw_pca17,deer_horn,prayer_beads,20
1,rf,raw_pca17,deer_horn,three_finger_bent,30
1,rf,raw_pca17,flower_pinch,deer_horn,51
1,rf,raw_pca17,flower_pinch,flower_pinch,132
1,rf,raw_pca17,flower_pinch,orchid_finger,27
1,rf,raw_pca17,flower_pinch,orchid_palm,81
1,rf,raw_pca17,flower_pinch,prayer_beads,31
1,rf,raw_pca17,flower_pinch,three_finger_bent,58
1,rf,raw_pca17,orchid_finger,deer_horn,95
1,rf,raw_pca17,orchid_finger,flower_pinch,51
1,rf,raw_pca17,orchid_finger,orchid_finger,103
1,rf,raw_pca17,orchid_finger,orchid_palm,44
1,rf,raw_pca17,orchid_finger,prayer_beads,31
1,rf,raw_pca17,orchid_finger,three_finger_bent,43
1,rf,raw_pca17,orchid_palm,deer_horn,58
1,rf,raw_pca17,orchid_palm,flower_pinch,85
1,rf,raw_pca17,orchid_palm,orchid_finger,40
