shot,classifier,feature_set,true_label,predicted_label,count
1,mlp,corrected,three_finger_bent,orchid_finger,50
1,mlp,corrected,three_finger_bent,orchid_palm,52
1,mlp,corrected,three_finger_bent,prayer_beads,26
1,mlp,corrected,three_finger_bent,three_finger_bent,601
1,mlp,joint_angle,deer_horn,deer_horn,479
1,mlp,joint_angle,deer_horn,flower_pinch,166
1,mlp,joint_angle,deer_horn,orchid_finger,174
1,mlp,joint_angle,deer_horn,orchid_palm,76
1,mlp,joint_angle,deer_horn,prayer_beads,18
1,mlp,joint_angle,deer_horn,three_finger_bent,37
1,mlp,joint_angle,flower_pinch,deer_horn,94
1,mlp,joint_angle,flower_pinch,flower_pinch,444
1,mlp,joint_angle,flower_pinch,orchid_finger,52
1,mlp,joint_angle,flower_pinch,orchid_palm,160
1,mlp,joint_angle,flower_pinch,prayer_beads,46
1,mlp,joint_angle,flower_pinch,three_finger_bent,154
1,mlp,joint_angle,orchid_finger,deer_horn,177
1,mlp,joint_angle,orchid_finger,flower_pinch,100
1,mlp,joint_angle,orchid_finger,orchid_finger,457
1,mlp,joint_angle,orchid_finger,orchid_palm,80
1,mlp,joint_angle,orchid_finger,prayer_beads,33
1,mlp,joint_angle,orchid_finger,three_finger_bent,78
1,mlp,joint_angle,orchid_palm,deer_horn,82
1,mlp,joint_angle,orchid_palm,flower_pinch,215
1,mlp,joint_angle,orchid_palm,orchid_finger,119
1,mlp,joint_angle,orchid_palm,orchid_palm,441
1,mlp,joint_angle,orchid_palm,prayer_beads,185
1,mlp,joint_angle,orchid_palm,three_finger_bent,58
1,mlp,joint_angle,prayer_beads,deer_horn,52
1,mlp,joint_angle,prayer_beads,flower_pinch,81
1,mlp,joint_angle,prayer_beads,orchid_finger,51
1,mlp,joint_angle,prayer_beads,orchid_palm,159
1,mlp,joint_angle,prayer_beads,prayer_beads,543
1,mlp,joint_angle,prayer_beads,three_finger_bent,39
1,mlp,joint_angle,three_finger_bent,deer_horn,14
1,mlp,joint_angle,three_finger_bent,flower_pinch,149
1,mlp,joint_angle,three_finger_bent,orchid_finger,13
1,mlp,joint_angle,three_finger_bent,orchid_palm,39
1,mlp,joint_angle,three_finger_bent,prayer_beads,35
1,mlp,joint_angle,three_finger_bent,three_finger_bent,650
1,mlp,optimized_action,deer_horn,deer_horn,542
1,mlp,optimized_action,deer_horn,flower_pinch,116
1,mlp,optimized_action,deer_horn,orchid_finger,119
1,mlp,optimized_action,deer_horn,orchid_palm,74
1,mlp,optimized_action,deer_horn,prayer_beads,36
1,mlp,optimized_action,deer_horn,three_finger_bent,63
1,mlp,optimized_action,flower_pinch,deer_horn,114
1,mlp,optimized_action,flower_pinch,flower_pinch,350
1,mlp,optimized_action,flower_pinch,orchid_finger,90
1,mlp,optimized_action,flower_pinch,orchid_palm,133
1,mlp,optimized_action,flower_pinch,prayer_beads,53
1,mlp,optimized_action,flower_pinch,three_finger_bent,210
1,mlp,optimized_action,orchid_finger,deer_horn,215
1,mlp,optimized_action,orchid_finger,flower_pinch,98
1,mlp,optimized_action,orchid_finger,orchid_finger,351
1,mlp,optimized_action,orchid_finger,orchid_palm,135
1,mlp,optimized_action,orchid_finger,prayer_beads,48
1,mlp,optimized_action,orchid_finger,three_finger_bent,78
1,mlp,optimized_action,orchid_palm,deer_horn,107
1,mlp,optimized_action,orchid_palm,flower_pinch,171
1,mlp,optimized_action,orchid_palm,orchid_finger,135
1,mlp,optimized_action,orchid_palm,orchid_palm,396
1,mlp,optimized_action,orchid_palm,prayer_beads,143
1,mlp,optimized_action,orchid_palm,three_finger_bent,148
1,mlp,optimized_action,prayer_beads,deer_horn,43
1,mlp,optimized_action,prayer_beads,flower_pinch,98
1,mlp,optimized_action,prayer_beads,orchid_finger,51
1,mlp,optimized_action,prayer_beads,orchid_palm,96
1,mlp,optimized_action,prayer_beads,prayer_beads,598
1,mlp,optimized_action,prayer_beads,three_finger_bent,39
1,mlp,optimized_action,three_finger_bent,deer_horn,45
1,mlp,optimized_action,three_finger_bent,flower_pinch,155
1,mlp,optimized_action,three_finger_bent,orchid_finger,57
1,mlp,optimized_action,three_finger_bent,orchid_palm,55
1,mlp,optimized_action,three_finger_bent,prayer_beads,24
1,mlp,optimized_action,three_finger_bent,three_finger_bent,564
1,mlp,optimized_full,deer_horn,deer_horn,288
1,mlp,optimized_full,deer_horn,flower_pinch,156
1,mlp,optimized_full,deer_horn,orchid_finger,161
1,mlp,optimized_full,deer_horn,orchid_palm,129
1,mlp,optimized_full,deer_horn,prayer_beads,74
1,mlp,optimized_full,deer_horn,three_finger_bent,142
1,mlp,optimized_full,flower_pinch,deer_horn,145
1,mlp,optimized_full,flower_pinch,flower_pinch,224
1,mlp,optimized_full,flower_pinch,orchid_finger,155
1,mlp,optimized_full,flower_pinch,orchid_palm,154
1,mlp,optimized_full,flower_pinch,prayer_beads,80
1,mlp,optimized_full,flower_pinch,three_finger_bent,192
1,mlp,optimized_full,orchid_finger,deer_horn,163
1,mlp,optimized_full,orchid_finger,flower_pinch,135
1,mlp,optimized_full,orchid_finger,orchid_finger,230
1,mlp,optimized_full,orchid_finger,orchid_palm,195
1,mlp,optimized_full,orchid_finger,prayer_beads,96
1,mlp,optimized_full,orchid_finger,three_finger_bent,106
1,mlp,optimized_full,orchid_palm,deer_horn,182
1,mlp,optimized_full,orchid_palm,flower_pinch,153
1,mlp,optimized_full,orchid_palm,orchid_finger,205
1,mlp,optimized_full,orchid_palm,orchid_palm,270
1,mlp,optimized_full,orchid_palm,prayer_beads,165
1,mlp,optimized_full,orchid_palm,three_finger_bent,125
1,mlp,optimized_full,prayer_beads,deer_horn,86
1,mlp,optimized_full,prayer_beads,flower_pinch,82
1,mlp,optimized_full,prayer_beads,orchid_finger,117
1,mlp,optimized_full,prayer_beads,orchid_palm,104
1,mlp,optimized_full,prayer_beads,prayer_beads,440
1,mlp,optimized_full,prayer_beads,three_finger_bent,96
1,mlp,optimized_full,three_finger_bent,deer_horn,130
1,mlp,optimized_full,three_finger_bent,flower_pinch,172
1,mlp,optimized_full,three_finger_bent,orchid_finger,163
1,mlp,optimized_full,three_finger_bent,orchid_palm,114
