sequence_index,num_frames,mean_velocity_deg,max_velocity_deg,mean_acceleration_deg,max_acceleration_deg
98,85,9.128234276374346,36.36130069100261,14.66689682006836,51.97669219970703
99,33,18.132508558991365,50.16578154297884,27.216083526611328,95.73682403564453
100,44,10.031949390236877,40.60387544270911,16.327499389648438,39.63522720336914
101,35,10.593922988274784,132.91186066135654,16.711042404174805,131.53671264648438
102,28,31.509930282471696,91.34402811892011,45.67840576171875,132.77955627441406
103,165,25.858523076175942,174.8907235135186,42.43840026855469,199.0489959716797
104,34,30.13631632724597,128.75755255187727,43.85881423950195,231.8555145263672
105,36,18.374403541709267,57.02329340719027,26.237567901611328,90.09569549560547
106,42,23.700871753672224,104.96185610708906,37.65802764892578,137.611083984375
107,35,12.88227120450409,32.19067028120972,19.23221206665039,40.898155212402344
108,33,4.952063514243495,11.425725164479577,7.56469202041626,14.72143268585205
109,24,40.951331190488425,196.75501023021067,66.5383529663086,287.3832092285156
110,24,8.896010643981498,24.13013016416378,13.271728515625,29.804529190063477
111,47,17.23120207569526,54.47552617477338,22.10773468017578,57.3326301574707
112,24,10.17695338450054,23.247192007524294,13.976806640625,27.55290412902832
113,42,35.55044326744724,137.89230173448715,52.29645919799805,150.5782012939453
114,38,27.473227429323675,87.5121926188753,46.313446044921875,137.39292907714844
115,27,25.869017406267137,172.22997385046008,42.20895004272461,167.9604034423828
116,40,16.512034846986317,37.79432578984641,24.533889770507812,53.911006927490234
117,33,19.136886326731442,99.39006046994649,30.832231521606445,149.55584716796875
118,30,36.15110609258574,135.74451608639544,55.7062873840332,217.95411682128906
119,41,18.51804024970067,74.55864984918864,26.51797866821289,87.44633483886719
120,121,16.24205590320854,110.59199829347901,24.38229751586914,193.95330810546875
121,31,20.09382511265346,108.49905481272773,29.918306350708008,101.20420837402344
122,46,24.795766296261586,145.49651839614742,35.746910095214844,136.18704223632812
123,38,12.344029291327223,60.12578456062617,17.52054786682129,58.35554122924805
124,119,24.112977513503385,87.50317714875563,39.47601318359375,170.2340545654297
125,34,20.496794541507704,114.1251693932023,30.629806518554688,128.4263458251953
126,48,13.752242448083829,105.96490139311908,17.53571128845215,111.64156341552734
127,43,21.245863587838535,68.57699120637007,31.762048721313477,95.72367095947266
128,43,32.163678537129016,99.60363412316424,54.22098922729492,189.3350372314453
129,40,17.490259749402664,40.32401973509969,24.69264793395996,57.328731536865234
130,36,16.69943815689969,60.31306511168807,26.8472843170166,99.38898468017578
131,38,27.173771114053295,129.23005545725925,47.84634017944336,137.6416473388672
132,112,32.26945169024277,134.05058856268303,53.14067459106445,191.67767333984375
133,38,46.23889034801931,130.5053158103338,74.22715759277344,172.8159942626953
134,30,18.839486003948938,52.853043077691076,29.7864933013916,88.57044219970703
135,39,12.857964599945408,53.56843525431907,21.21068000793457,104.15138244628906
136,42,17.201376205550254,53.43038275701532,25.595932006835938,65.9230728149414
137,36,15.07306273942969,61.341384914379944,22.290990829467773,79.36054229736328
138,53,13.507795305674655,46.56961642816415,19.3101863861084,83.19281768798828
139,118,19.64170894399043,92.72965736174396,28.409608840942383,94.9507064819336
140,50,12.710815888395414,52.0309084681979,17.901395797729492,57.633880615234375
141,22,7.920890205663082,27.4163612963043,12.19384765625,27.658517837524414
142,35,19.47189897743104,102.09378499566897,27.973369598388672,99.67599487304688
143,31,18.428388675233922,120.6086236827269,29.751123428344727,126.73042297363281
144,32,9.6154015631288,39.44322646015254,15.146801948547363,49.7635383605957
145,27,17.914549839815628,117.94579720373704,29.4717960357666,167.4815673828125
146,35,2.7417693400453724,10.727240131844416,4.0665283203125,13.203827857971191
147,46,12.649963011879395,49.45851285027688,18.879127502441406,60.0869255065918
148,25,9.494793452642654,27.566897752461887,14.332454681396484,40.85314178466797
149,40,17.60016907117746,56.51235497036458,27.269643783569336,77.73696899414062
150,28,13.395501397590326,77.39170546509035,20.93964958190918,76.34796142578125
151,21,9.67155101487295,40.72447490938666,15.853177070617676,43.545955657958984
152,28,23.243937198682087,87.96254289886849,33.6269645690918,92.52010345458984
153,52,26.92603231239986,122.33031127663621,41.27981948852539,124.57230377197266
154,53,15.442861387048541,40.82124883345872,20.52859115600586,49.58465576171875
155,32,26.000008217627084,71.70452550904825,37.17558288574219,108.50994873046875
156,33,20.624671900899912,91.87479158025512,31.973918914794922,125.75993347167969
157,125,19.99953260040597,99.3056209494313,31.258516311645508,142.19073486328125
158,56,15.780429337084957,54.98336133643697,23.00124168395996,75.87606811523438
159,40,8.063495068842903,18.30379018282149,12.006985664367676,29.77907371520996
160,41,37.32873267013663,114.70532260192483,59.7085075378418,178.91651916503906
161,18,20.408606572165617,100.16051015510473,30.411300659179688,103.25888061523438
