repeat,classifier,feature_set,accuracy,macro_f1,kappa
12,rf,optimized_action,0.9166666666666666,0.9111111111111111,0.8983050847457628
13,rf,optimized_action,1.0,1.0,1.0
14,rf,optimized_action,0.8333333333333334,0.7222222222222222,0.7931034482758621
15,rf,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358975
16,rf,optimized_action,1.0,1.0,1.0
17,rf,optimized_action,0.8333333333333334,0.8333333333333334,0.8
18,rf,optimized_action,0.8333333333333334,0.8333333333333334,0.8
19,rf,optimized_action,0.8333333333333334,0.7444444444444445,0.7913043478260869
0,mlp,optimized_action,0.9166666666666666,0.8888888888888888,0.8974358974358975
1,mlp,optimized_action,0.8333333333333334,0.8222222222222223,0.7966101694915254
2,mlp,optimized_action,1.0,1.0,1.0
3,mlp,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358975
4,mlp,optimized_action,1.0,1.0,1.0
5,mlp,optimized_action,0.9166666666666666,0.8095238095238096,0.8947368421052632
6,mlp,optimized_action,0.9166666666666666,0.9428571428571427,0.896551724137931
