repeat,seed,k,selected_indices_inner_train,classifier,num_train,num_validation,accuracy,macro_f1,kappa,combined_score
10,52,7,3;6;9;11;12;15;16,svm,18,92,0.967391304347826,0.9675386283545677,0.9608510638297872,0.9674944311525451
10,52,7,3;6;9;11;12;15;16,knn,18,92,0.8804347826086957,0.881577474249888,0.8566572237960339,0.8812346667575303
10,52,7,3;6;9;11;12;15;16,rf,18,92,0.8369565217391305,0.8299575690491251,0.8043663169832719,0.8320572548561267
10,52,7,3;6;9;11;12;15;16,mlp,18,92,0.9239130434782609,0.9231377339589896,0.9086524822695036,0.9233703268147709
10,52,9,1;3;5;6;9;11;12;15;16,svm,18,92,0.9239130434782609,0.9259494160358669,0.9085487077534791,0.9253385042685851
10,52,9,1;3;5;6;9;11;12;15;16,knn,18,92,0.9130434782608695,0.9128684649610679,0.8956916099773242,0.9129209689510083
10,52,9,1;3;5;6;9;11;12;15;16,rf,18,92,0.9347826086956522,0.9331567787977688,0.9216799091940976,0.9336445277671337
10,52,9,1;3;5;6;9;11;12;15;16,mlp,18,92,0.8695652173913043,0.8620976570086692,0.8433598183881952,0.8643379251234597
10,52,11,1;3;4;5;6;9;10;11;12;15;16,svm,18,92,0.9239130434782609,0.9272569633204256,0.9085487077534791,0.9262537873677762
10,52,11,1;3;4;5;6;9;10;11;12;15;16,knn,18,92,0.8478260869565217,0.8457010300136649,0.8175637393767705,0.8463385470965219
10,52,11,1;3;4;5;6;9;10;11;12;15;16,rf,18,92,0.9239130434782609,0.9235210840327636,0.9087560215358459,0.9236386718664127
10,52,11,1;3;4;5;6;9;10;11;12;15;16,mlp,18,92,0.8586956521739131,0.8547536376758389,0.8304988662131519,0.8559362420252611
10,52,13,1;2;3;4;5;6;8;9;10;11;12;15;16,svm,18,92,0.8804347826086957,0.8877257799671593,0.8562091503267975,0.8855384807596202
10,52,13,1;2;3;4;5;6;8;9;10;11;12;15;16,knn,18,92,0.782608695652174,0.7746738777908989,0.739524348810872,0.7770543231492814
10,52,13,1;2;3;4;5;6;8;9;10;11;12;15;16,rf,18,92,0.8695652173913043,0.86404052936311,0.8435374149659864,0.8656979357715684
10,52,13,1;2;3;4;5;6;8;9;10;11;12;15;16,mlp,18,92,0.8369565217391305,0.8317649097218989,0.8044771890053839,0.8333223933270684
11,53,5,3;6;9;12;15,svm,18,92,0.8586956521739131,0.8549369228596148,0.8306908267270668,0.8560645416539042
11,53,5,3;6;9;12;15,knn,18,92,0.8478260869565217,0.8436026346565563,0.8176154064004532,0.8448696703465458
11,53,5,3;6;9;12;15,rf,18,92,0.782608695652174,0.7583779757506758,0.739524348810872,0.7656471917211252
11,53,5,3;6;9;12;15,mlp,18,92,0.7717391304347826,0.7677494074552899,0.7265779790546278,0.7689463243491377
11,53,7,3;6;9;11;12;15;16,svm,18,92,0.8586956521739131,0.8569739763079585,0.8304988662131519,0.8574904790677448
11,53,7,3;6;9;11;12;15;16,knn,18,92,0.8586956521739131,0.8559758297258298,0.8304027226318774,0.8567917764602547
11,53,7,3;6;9;11;12;15;16,rf,18,92,0.8260869565217391,0.8018388364158376,0.7913832199546486,0.8091132724476081
11,53,7,3;6;9;11;12;15;16,mlp,18,92,0.8043478260869565,0.7984415584415584,0.765173000567215,0.8002134387351778
11,53,9,3;4;5;6;9;11;12;15;16,svm,18,92,0.8913043478260869,0.8916910825632934,0.8696514593369227,0.8915750621421314
11,53,9,3;4;5;6;9;11;12;15;16,knn,18,92,0.8043478260869565,0.8018162393162394,0.764973034345728,0.8025757153474544
11,53,9,3;4;5;6;9;11;12;15;16,rf,18,92,0.8369565217391305,0.8315591591801269,0.804421768707483,0.833178367947828
11,53,9,3;4;5;6;9;11;12;15;16,mlp,18,92,0.8695652173913043,0.8608574221477446,0.8433598183881953,0.8634697607208126
11,53,11,1;3;4;5;6;9;10;11;12;15;16,svm,18,92,0.782608695652174,0.7792007375340709,0.7394505805720759,0.7802231249695017
11,53,11,1;3;4;5;6;9;10;11;12;15;16,knn,18,92,0.7065217391304348,0.6766796988013403,0.647359454855196,0.6856323109000686
11,53,11,1;3;4;5;6;9;10;11;12;15;16,rf,18,92,0.7608695652173914,0.7410121090038347,0.7131519274376417,0.7469693458679016
11,53,11,1;3;4;5;6;9;10;11;12;15;16,mlp,18,92,0.8043478260869565,0.801929181929182,0.7655055225148684,0.8026547751765143
11,53,13,1;2;3;4;5;6;8;9;10;11;12;15;16,svm,18,92,0.7391304347826086,0.7342657342657343,0.6874292185730465,0.7357251444207965
11,53,13,1;2;3;4;5;6;8;9;10;11;12;15;16,knn,18,92,0.6956521739130435,0.6864057239057239,0.6339869281045752,0.6891796589079197
11,53,13,1;2;3;4;5;6;8;9;10;11;12;15;16,rf,18,92,0.8478260869565217,0.8393275701085031,0.8175120430716918,0.8418771251629087
11,53,13,1;2;3;4;5;6;8;9;10;11;12;15;16,mlp,18,92,0.7934782608695652,0.7889108280040618,0.7522675736961452,0.7902810578637127
12,54,5,3;6;9;12;15,svm,18,92,0.7608695652173914,0.7362084340861929,0.7140435151172647,0.7436067734255524
12,54,5,3;6;9;12;15,knn,18,92,0.75,0.7054232804232804,0.7012143462298785,0.7187962962962962
12,54,5,3;6;9;12;15,rf,18,92,0.7608695652173914,0.7487544246310024,0.7138009049773755,0.752388966806919
12,54,5,3;6;9;12;15,mlp,18,92,0.7608695652173914,0.7400664152483585,0.7138818207520498,0.7463073602390683
12,54,7,3;6;9;11;12;15;16,svm,18,92,0.7717391304347826,0.7520974321377548,0.7268871925360474,0.7579899416268632
12,54,7,3;6;9;11;12;15;16,knn,18,92,0.6956521739130435,0.6792534360441963,0.6356435643564355,0.6841730574048505
12,54,7,3;6;9;11;12;15;16,rf,18,92,0.8260869565217391,0.8230167023270472,0.7915604644576607,0.8239377785854547
12,54,7,3;6;9;11;12;15;16,mlp,18,92,0.6956521739130435,0.6773483568541708,0.6356435643564358,0.6828395019718326
12,54,9,1;3;5;6;9;11;12;15;16,svm,18,92,0.7391304347826086,0.738768543078888,0.6876944837340876,0.738877110590004
12,54,9,1;3;5;6;9;11;12;15;16,knn,18,92,0.75,0.7392606918698,0.7007072135785006,0.74248248430886
12,54,9,1;3;5;6;9;11;12;15;16,rf,18,92,0.8586956521739131,0.8578793657214124,0.8306428773718493,0.8581242516571626
12,54,9,1;3;5;6;9;11;12;15;16,mlp,18,92,0.8369565217391305,0.836152809213154,0.8045879354290569,0.836393922970947
12,54,11,1;3;4;5;6;8;9;11;12;15;16,svm,18,92,0.7282608695652174,0.7408859481450366,0.67440543601359,0.7370984245710909
12,54,11,1;3;4;5;6;8;9;11;12;15;16,knn,18,92,0.7282608695652174,0.7210822620209957,0.6742209631728044,0.7232358442842621
12,54,11,1;3;4;5;6;8;9;11;12;15;16,rf,18,92,0.782608695652174,0.7800032751645655,0.739524348810872,0.780784901310848
12,54,11,1;3;4;5;6;8;9;11;12;15;16,mlp,18,92,0.7717391304347826,0.7548734897999605,0.7268871925360475,0.7599331819904072
12,54,13,1;3;4;5;6;8;9;10;11;12;13;15;16,svm,18,92,0.7282608695652174,0.7395926863288973,0.6742209631728046,0.7361931412997933
12,54,13,1;3;4;5;6;8;9;10;11;12;13;15;16,knn,18,92,0.7717391304347826,0.7696731144099566,0.7264231096006797,0.7702929192174044
12,54,13,1;3;4;5;6;8;9;10;11;12;13;15;16,rf,18,92,0.8152173913043478,0.8129301451763501,0.7782818259143748,0.8136163190147494
12,54,13,1;3;4;5;6;8;9;10;11;12;13;15;16,mlp,18,92,0.7717391304347826,0.7598441502419778,0.7267326732673267,0.7634126442998193
13,55,5,3;6;9;12;15,svm,18,92,0.8586956521739131,0.8601215355525701,0.8304027226318775,0.859693770538973
13,55,5,3;6;9;12;15,knn,18,92,0.8260869565217391,0.825568747982541,0.7915014164305949,0.8257242105443005
13,55,5,3;6;9;12;15,rf,18,92,0.7608695652173914,0.7437025534851621,0.7132332105412298,0.7488526570048308
13,55,5,3;6;9;12;15,mlp,18,92,0.8152173913043478,0.8077255405884438,0.778344671201814,0.809973095803215
13,55,7,3;6;9;11;12;15;16,svm,18,92,0.8804347826086957,0.8797338464005131,0.8563724098779449,0.8799441272629678
13,55,7,3;6;9;11;12;15;16,knn,18,92,0.75,0.7402785949178871,0.7007072135785007,0.7431950164425208
13,55,7,3;6;9;11;12;15;16,rf,18,92,0.8152173913043478,0.8033054376392385,0.7782189449801475,0.8068790237387712
13,55,7,3;6;9;11;12;15;16,mlp,18,92,0.8369565217391305,0.8385354603374625,0.804199772985244,0.838061778757963
13,55,9,1;3;5;6;9;11;12;15;16,svm,18,92,0.8260869565217391,0.820571730375652,0.7910871416406471,0.8222262982194781
13,55,9,1;3;5;6;9;11;12;15;16,knn,18,92,0.7391304347826086,0.7191290794957332,0.6876061120543293,0.7251294860817958
13,55,9,1;3;5;6;9;11;12;15;16,rf,18,92,0.8260869565217391,0.8138093011865802,0.7910871416406472,0.8174925977871279
13,55,9,1;3;5;6;9;11;12;15;16,mlp,18,92,0.7608695652173914,0.7525186970056269,0.7131519274376417,0.7550239574691562
13,55,11,1;3;4;5;6;9;10;11;12;15;16,svm,18,92,0.8586956521739131,0.8516913349102517,0.8301618858278899,0.8537926300893501
13,55,11,1;3;4;5;6;9;10;11;12;15;16,knn,18,92,0.7608695652173914,0.7318526532039513,0.7132332105412298,0.7405577268079833
13,55,11,1;3;4;5;6;9;10;11;12;15;16,rf,18,92,0.7717391304347826,0.747917587431654,0.7260351673284174,0.7550640503325925
13,55,11,1;3;4;5;6;9;10;11;12;15;16,mlp,18,92,0.75,0.720771968503366,0.6994318181818182,0.7295403779523562
13,55,13,1;2;3;4;5;6;8;9;10;11;12;15;16,svm,18,92,0.8043478260869565,0.7953518241762355,0.764973034345728,0.7980506247494519
13,55,13,1;2;3;4;5;6;8;9;10;11;12;15;16,knn,18,92,0.6956521739130435,0.6452558279683688,0.6355404640633843,0.6603747317517712
13,55,13,1;2;3;4;5;6;8;9;10;11;12;15;16,rf,18,92,0.7391304347826086,0.7100105776576364,0.686808510638298,0.7187465347951281
13,55,13,1;2;3;4;5;6;8;9;10;11;12;15;16,mlp,18,92,0.75,0.7312360841772607,0.70053778658364,0.7368652589240825
14,56,5,3;6;9;12;15,svm,18,92,0.8260869565217391,0.8297607611150437,0.7913240714488233,0.8286586197370523
14,56,5,3;6;9;12;15,knn,18,92,0.8695652173913043,0.8673486012195689,0.8437146092865232,0.8680135860710896
14,56,5,3;6;9;12;15,rf,18,92,0.7391304347826086,0.7383545212956978,0.6871635024086142,0.7385872953417709
14,56,5,3;6;9;12;15,mlp,18,92,0.8369565217391305,0.8379293758604103,0.8045879354290569,0.8376375196240262
14,56,7,3;6;9;11;12;15;16,svm,18,92,0.8586956521739131,0.8607686988063333,0.8302101078932425,0.8601467848166072
14,56,7,3;6;9;11;12;15;16,knn,18,92,0.8260869565217391,0.8267816412977703,0.7913832199546486,0.8265732358649609
14,56,7,3;6;9;11;12;15;16,rf,18,92,0.8260869565217391,0.824271910490394,0.7915014164305949,0.8248164242997975
14,56,7,3;6;9;11;12;15;16,mlp,18,92,0.8152173913043478,0.8177045724088735,0.7778409090909091,0.8169584180775158
14,56,9,1;3;5;6;9;11;12;15;16,svm,18,92,0.8152173913043478,0.816011231254748,0.7782818259143749,0.8157730792696278
14,56,9,1;3;5;6;9;11;12;15;16,knn,18,92,0.782608695652174,0.7741606929510155,0.7396717600452745,0.776695093761363
14,56,9,1;3;5;6;9;11;12;15;16,rf,18,92,0.8369565217391305,0.8359808199826521,0.8045325779036827,0.8362735305095956
14,56,9,1;3;5;6;9;11;12;15;16,mlp,18,92,0.7934782608695652,0.7969188619257324,0.7520567375886524,0.7958866816088822
14,56,11,1;3;4;5;6;9;10;11;12;15;16,svm,18,92,0.782608695652174,0.7850919190854357,0.73908111174135,0.7843469520554571
14,56,11,1;3;4;5;6;9;10;11;12;15;16,knn,18,92,0.7934782608695652,0.7882648649963642,0.7526181715256156,0.7898288837583245
14,56,11,1;3;4;5;6;9;10;11;12;15;16,rf,18,92,0.8152173913043478,0.8115348385092546,0.7785329934862646,0.8126396043477825
14,56,11,1;3;4;5;6;9;10;11;12;15;16,mlp,18,92,0.8260869565217391,0.8281084656084655,0.7915604644576607,0.8275020128824476
14,56,13,1;2;3;4;5;6;8;9;10;11;12;15;16,svm,18,92,0.8043478260869565,0.8053692325197702,0.7653061224489797,0.805062810589926
14,56,13,1;2;3;4;5;6;8;9;10;11;12;15;16,knn,18,92,0.8043478260869565,0.7987373737373739,0.7657708628005658,0.8004205094422485
14,56,13,1;2;3;4;5;6;8;9;10;11;12;15;16,rf,18,92,0.8043478260869565,0.7976725312039404,0.7656382677611095,0.7996751196688452
14,56,13,1;2;3;4;5;6;8;9;10;11;12;15;16,mlp,18,92,0.8260869565217391,0.822760722904401,0.7916784602320974,0.8237585929896024
15,57,5,3;6;9;12;15,svm,18,92,0.782608695652174,0.7828361378764604,0.7390811117413499,0.7827679052091744
15,57,5,3;6;9;12;15,knn,18,92,0.8478260869565217,0.8457111094682253,0.8173049645390071,0.8463456027147142
15,57,5,3;6;9;12;15,rf,18,92,0.8695652173913043,0.868494756078182,0.8434930535866175,0.8688158944721187
15,57,5,3;6;9;12;15,mlp,18,92,0.7608695652173914,0.7513690847228714,0.7127448197558899,0.7542192288712274
15,57,7,3;6;9;11;12;15;16,svm,18,92,0.8043478260869565,0.8031859269762496,0.7652395803799262,0.8035344967094615
15,57,7,3;6;9;11;12;15;16,knn,18,92,0.8369565217391305,0.8329940173766648,0.8040885860306644,0.8341827686854044
15,57,7,3;6;9;11;12;15;16,rf,18,92,0.8804347826086957,0.8715997474037809,0.8563316297558206,0.8742502579652552
15,57,7,3;6;9;11;12;15;16,mlp,18,92,0.7934782608695652,0.7894087170296848,0.7517045454545455,0.790629580181649
15,57,9,1;3;5;6;9;11;12;15;16,svm,18,92,0.7934782608695652,0.7948594354601028,0.752337772740153,0.7944450830829415
15,57,9,1;3;5;6;9;11;12;15;16,knn,18,92,0.8260869565217391,0.8269955054901291,0.7911464245175936,0.8267229407996121
15,57,9,1;3;5;6;9;11;12;15;16,rf,18,92,0.9130434782608695,0.9129774525005336,0.89563244469654,0.9129972602286344
15,57,9,1;3;5;6;9;11;12;15;16,mlp,18,92,0.8369565217391305,0.8348102173963969,0.8044217687074829,0.8354541086992169
15,57,11,1;3;4;5;6;9;10;11;12;15;16,svm,18,92,0.782608695652174,0.7844602468351077,0.7392290249433107,0.7839047814802276
15,57,11,1;3;4;5;6;9;10;11;12;15;16,knn,18,92,0.8043478260869565,0.8082491348411817,0.7652395803799262,0.8070787422149142
15,57,11,1;3;4;5;6;9;10;11;12;15;16,rf,18,92,0.8913043478260869,0.8897451292682105,0.8696883852691218,0.8902128948355734
15,57,11,1;3;4;5;6;9;10;11;12;15;16,mlp,18,92,0.8369565217391305,0.8376467880778224,0.8043663169832719,0.8374397081762148
15,57,13,1;3;4;5;6;8;9;10;11;12;13;15;16,svm,18,92,0.7934782608695652,0.7974301467152602,0.7524079320113315,0.7962445809615517
15,57,13,1;3;4;5;6;8;9;10;11;12;13;15;16,knn,18,92,0.7934782608695652,0.799046499477534,0.7521973348454778,0.7973760278951434
15,57,13,1;3;4;5;6;8;9;10;11;12;13;15;16,rf,18,92,0.9021739130434783,0.9019166529339869,0.8825198637911464,0.9019938309668343
15,57,13,1;3;4;5;6;8;9;10;11;12;13;15;16,mlp,18,92,0.7717391304347826,0.7703590409096527,0.7261904761904762,0.7707730677671916
16,58,5,3;6;9;12;15,svm,18,92,0.8369565217391305,0.835715726891107,0.804199772985244,0.836087965345514
16,58,5,3;6;9;12;15,knn,18,92,0.8913043478260869,0.8895701446104671,0.869540555870675,0.8900904055751531
16,58,5,3;6;9;12;15,rf,18,92,0.8586956521739131,0.8596448590559694,0.8304988662131519,0.8593600969913525
16,58,5,3;6;9;12;15,mlp,18,92,0.8260869565217391,0.8112596284639295,0.790909090909091,0.8157078268812724
16,58,7,3;6;9;11;12;15;16,svm,18,92,0.8586956521739131,0.8578154191057417,0.8302101078932425,0.858079489026193
16,58,7,3;6;9;11;12;15;16,knn,18,92,0.8913043478260869,0.8901284672118005,0.8694665153234961,0.8904812313960864
16,58,7,3;6;9;11;12;15;16,rf,18,92,0.8695652173913043,0.8647535701846047,0.84344866704481,0.8661970643466146
16,58,7,3;6;9;11;12;15;16,mlp,18,92,0.8695652173913043,0.8631638970348647,0.8433153562304854,0.8650842931417966
16,58,9,1;3;5;6;9;11;12;15;16,svm,18,92,0.8152173913043478,0.8123941736844964,0.7779670641680863,0.8132411389704518
16,58,9,1;3;5;6;9;11;12;15;16,knn,18,92,0.8913043478260869,0.8900102856132431,0.869540555870675,0.8903985042770961
16,58,9,1;3;5;6;9;11;12;15;16,rf,18,92,0.9130434782608695,0.9128808243727599,0.8956916099773242,0.9129296205391927
16,58,9,1;3;5;6;9;11;12;15;16,mlp,18,92,0.8043478260869565,0.7886551146513195,0.7645720784759739,0.7933629280820107
16,58,11,1;3;4;5;6;9;10;11;12;15;16,svm,18,92,0.7934782608695652,0.7933993546896773,0.7519863791146424,0.7934230265436436
16,58,11,1;3;4;5;6;9;10;11;12;15;16,knn,18,92,0.8043478260869565,0.7971047368445444,0.7653061224489796,0.799277663617268
16,58,11,1;3;4;5;6;9;10;11;12;15;16,rf,18,92,0.8369565217391305,0.8318787560885261,0.8045325779036827,0.8334020857837074
16,58,11,1;3;4;5;6;9;10;11;12;15;16,mlp,18,92,0.8695652173913043,0.8658888286497395,0.8434930535866175,0.8669917452722089
16,58,13,1;3;4;5;6;8;9;10;11;12;13;15;16,svm,18,92,0.7608695652173914,0.7619070392384596,0.7129078014184398,0.7615957970321391
16,58,13,1;3;4;5;6;8;9;10;11;12;13;15;16,knn,18,92,0.8260869565217391,0.8225328635310136,0.7915014164305949,0.8235990914282313
16,58,13,1;3;4;5;6;8;9;10;11;12;13;15;16,rf,18,92,0.8369565217391305,0.83292836196062,0.804421768707483,0.834136809894173
16,58,13,1;3;4;5;6;8;9;10;11;12;13;15;16,mlp,18,92,0.7717391304347826,0.7682534153798523,0.7260351673284176,0.7692991298963314
17,59,5,3;6;9;12;15,svm,18,92,0.7391304347826086,0.7305821333838575,0.6875176903481461,0.7331466238034827
17,59,5,3;6;9;12;15,knn,18,92,0.7717391304347826,0.7538043478260869,0.7268099547511313,0.7591847826086955
17,59,5,3;6;9;12;15,rf,18,92,0.6521739130434783,0.6447152011668141,0.5831209289153215,0.6469528147298134
17,59,5,3;6;9;12;15,mlp,18,92,0.7065217391304348,0.7026078358670128,0.6481586402266288,0.7037820068460394
17,59,7,3;6;9;11;12;15;16,svm,18,92,0.7391304347826086,0.7331360133877837,0.6876944837340877,0.7349343398062311
17,59,7,3;6;9;11;12;15;16,knn,18,92,0.75,0.7528375952928382,0.6998581560283688,0.7519863167049867
17,59,7,3;6;9;11;12;15;16,rf,18,92,0.7282608695652174,0.7255486573362916,0.67440543601359,0.7263623210049693
17,59,7,3;6;9;11;12;15;16,mlp,18,92,0.7065217391304348,0.7081355487918336,0.6484574016416642,0.7076514058934139
17,59,9,3;4;5;6;9;11;12;15;16,svm,18,92,0.8152173913043478,0.8128337743396141,0.7784702549575071,0.8135488594290342
17,59,9,3;4;5;6;9;11;12;15;16,knn,18,92,0.8260869565217391,0.8241154884893024,0.7913832199546484,0.8247069288990334
17,59,9,3;4;5;6;9;11;12;15;16,rf,18,92,0.7717391304347826,0.768137696957243,0.7265779790546277,0.7692181270005047
17,59,9,3;4;5;6;9;11;12;15;16,mlp,18,92,0.7717391304347826,0.773255888376856,0.7260351673284176,0.7728008609942338
17,59,11,1;3;4;5;6;8;9;11;12;15;16,svm,18,92,0.7934782608695652,0.7950693217591077,0.752267573696145,0.7945920034922449
17,59,11,1;3;4;5;6;8;9;11;12;15;16,knn,18,92,0.7391304347826086,0.736549728700712,0.6875176903481459,0.7373239405252809
17,59,11,1;3;4;5;6;8;9;11;12;15;16,rf,18,92,0.7391304347826086,0.7359993614303959,0.6874292185730465,0.7369386834360596
17,59,11,1;3;4;5;6;8;9;11;12;15;16,mlp,18,92,0.7065217391304348,0.7048732397870329,0.6482582837723023,0.7053677895900534
17,59,13,1;3;4;5;6;8;9;10;11;12;13;15;16,svm,18,92,0.782608695652174,0.7833403468090157,0.7393029186738452,0.7831208514619631
17,59,13,1;3;4;5;6;8;9;10;11;12;13;15;16,knn,18,92,0.6956521739130435,0.688009986603337,0.6357466063348416,0.6903026427962489
17,59,13,1;3;4;5;6;8;9;10;11;12;13;15;16,rf,18,92,0.7608695652173914,0.7540552603029429,0.7134767836919591,0.7560995517772774
17,59,13,1;3;4;5;6;8;9;10;11;12;13;15;16,mlp,18,92,0.6956521739130435,0.7000763772088637,0.635127478753541,0.6987491162201176
18,60,5,3;6;9;12;15,svm,18,92,0.8586956521739131,0.8609308911033048,0.830450808052169,0.8602603194244872
18,60,5,3;6;9;12;15,knn,18,92,0.8478260869565217,0.8505913063722393,0.8172531214528944,0.849761740547524
18,60,5,3;6;9;12;15,rf,18,92,0.9021739130434783,0.8999970815079923,0.8825865002836075,0.9006501309686381
18,60,5,3;6;9;12;15,mlp,18,92,0.8586956521739131,0.8534999185402411,0.8304027226318775,0.8550586386303427
18,60,7,3;6;9;11;12;15;16,svm,18,92,0.8586956521739131,0.8617704134945514,0.8304027226318775,0.8608479850983599
18,60,7,3;6;9;11;12;15;16,knn,18,92,0.8586956521739131,0.8550784539282725,0.8301618858278899,0.8561636134019647
18,60,7,3;6;9;11;12;15;16,rf,18,92,0.8695652173913043,0.8619806997416107,0.8433598183881952,0.8642560550365188
18,60,7,3;6;9;11;12;15;16,mlp,18,92,0.9021739130434783,0.8995359366157328,0.8824197671116161,0.9003273295440564
18,60,9,1;3;5;6;9;11;12;15;16,svm,18,92,0.8586956521739131,0.8626442183043816,0.830450808052169,0.861459648465241
18,60,9,1;3;5;6;9;11;12;15;16,knn,18,92,0.8478260869565217,0.8466384105656499,0.8171493469619534,0.8469947134829114
18,60,9,1;3;5;6;9;11;12;15;16,rf,18,92,0.8695652173913043,0.8660973211376438,0.84344866704481,0.867137690013742
18,60,9,1;3;5;6;9;11;12;15;16,mlp,18,92,0.9021739130434783,0.8977523801230697,0.8824865171728641,0.8990788399991922
18,60,11,1;3;4;5;6;9;10;11;12;15;16,svm,18,92,0.8804347826086957,0.8809729064039408,0.8566166052706149,0.8808114692653671
18,60,11,1;3;4;5;6;9;10;11;12;15;16,knn,18,92,0.8369565217391305,0.8324524348505672,0.8040329451860266,0.8338036609171362
18,60,11,1;3;4;5;6;9;10;11;12;15;16,rf,18,92,0.9130434782608695,0.9115759166162393,0.89563244469654,0.9120161851096283
18,60,11,1;3;4;5;6;9;10;11;12;15;16,mlp,18,92,0.8478260869565217,0.8475530442061882,0.8173049645390071,0.8476349570312882
18,60,13,1;3;4;5;6;8;9;10;11;12;13;15;16,svm,18,92,0.9021739130434783,0.9021274573693928,0.8826530612244898,0.9021413940716183
18,60,13,1;3;4;5;6;8;9;10;11;12;13;15;16,knn,18,92,0.8369565217391305,0.8327897735792473,0.8040329451860266,0.8340397980272123
18,60,13,1;3;4;5;6;8;9;10;11;12;13;15;16,rf,18,92,0.9130434782608695,0.9129210658622423,0.8956028368794327,0.9129577895818304
18,60,13,1;3;4;5;6;8;9;10;11;12;13;15;16,mlp,18,92,0.8369565217391305,0.8358650464601521,0.8043663169832719,0.8361924890438457
19,61,5,3;6;9;12;15,svm,18,92,0.8043478260869565,0.7947560188072522,0.7659033078880406,0.7976335609911636
19,61,5,3;6;9;12;15,knn,18,92,0.782608695652174,0.7427647783251232,0.7402597402597403,0.7547179535232383
19,61,5,3;6;9;12;15,rf,18,92,0.7608695652173914,0.7561832924736152,0.7134767836919591,0.757589174296748
19,61,5,3;6;9;12;15,mlp,18,92,0.8260869565217391,0.8245296295699521,0.7916784602320973,0.8249968276554882
19,61,7,3;6;9;11;12;15;16,svm,18,92,0.8369565217391305,0.8315429615832842,0.8048090523338047,0.833167029630038
19,61,7,3;6;9;11;12;15;16,knn,18,92,0.8586956521739131,0.8570939731211378,0.8307866440294284,0.8575744768369703
19,61,7,3;6;9;11;12;15;16,rf,18,92,0.8586956521739131,0.8583672314275762,0.8306908267270668,0.8584657576514773
19,61,7,3;6;9;11;12;15;16,mlp,18,92,0.782608695652174,0.7799955197132616,0.7392290249433107,0.7807794724949353
19,61,9,1;3;5;6;9;11;12;15;16,svm,18,92,0.8043478260869565,0.7967867422735577,0.7657708628005657,0.7990550674175774
19,61,9,1;3;5;6;9;11;12;15;16,knn,18,92,0.8043478260869565,0.7983642587308496,0.7658371040723981,0.8001593289376816
19,61,9,1;3;5;6;9;11;12;15;16,rf,18,92,0.8152173913043478,0.8078635731175389,0.7788461538461539,0.8100697185735815
19,61,9,1;3;5;6;9;11;12;15;16,mlp,18,92,0.8478260869565217,0.8455998222425789,0.8175637393767705,0.8462677016567617
19,61,11,1;3;4;5;6;9;10;11;12;15;16,svm,18,92,0.8043478260869565,0.7999334733893558,0.765704584040747,0.8012577791986359
19,61,11,1;3;4;5;6;9;10;11;12;15;16,knn,18,92,0.782608695652174,0.780948030258375,0.7396717600452745,0.7814462298765146
19,61,11,1;3;4;5;6;9;10;11;12;15;16,rf,18,92,0.8260869565217391,0.8226338573706995,0.7917374080362196,0.8236697871160114
19,61,11,1;3;4;5;6;9;10;11;12;15;16,mlp,18,92,0.8152173913043478,0.8070641320266508,0.7788461538461539,0.8095101098099599
19,61,13,1;2;3;4;5;6;8;9;10;11;12;15;16,svm,18,92,0.782608695652174,0.7764493557597006,0.7397454031117398,0.7782971577274426
19,61,13,1;2;3;4;5;6;8;9;10;11;12;15;16,knn,18,92,0.7717391304347826,0.7695181388284836,0.7266553480475382,0.7701844363103734
19,61,13,1;2;3;4;5;6;8;9;10;11;12;15;16,rf,18,92,0.8152173913043478,0.8140408833444669,0.7785956964892413,0.8143938357324311
19,61,13,1;2;3;4;5;6;8;9;10;11;12;15;16,mlp,18,92,0.8043478260869565,0.7998422129025577,0.765704584040747,0.8011938968578773
